QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USTNS.10TRANS.R19","Support a missile defense system","71","As you may know, President (Barack) Obama has proposed building a missile defense system to protect Europe from a potential Iranian missile threat.  Do you support or oppose such a system?","","","09/15/2010","TNS Opinion and Social Institutes","German Marshall Fund of the US and the Compagnia di San Paolo, Italy, with additional support from the Luso-American Foundation, Portugal, Fundacion BBVA, Spain, and the Tipping Point Fdtn., Bulgaria.","Transatlantic Trends 2010 Survey","06/05/2010","06/23/2010","Y","national adult","1000","telephone","Interviews were conducted in the US by Kaplan Market Research.  Parallel surveys were conducted in Great Britain, France, Germany, Italy, the Netherlands, Portugal, Poland, Spain, Slovakia, Turkey, Bulgaria, and Romania.  All fieldwork was coordinated by TNS Opinion and Social Institutes." 
"USTNS.10TRANS.R19","Oppose a missile defense system","29","As you may know, President (Barack) Obama has proposed building a missile defense system to protect Europe from a potential Iranian missile threat.  Do you support or oppose such a system?","","","09/15/2010","TNS Opinion and Social Institutes","German Marshall Fund of the US and the Compagnia di San Paolo, Italy, with additional support from the Luso-American Foundation, Portugal, Fundacion BBVA, Spain, and the Tipping Point Fdtn., Bulgaria.","Transatlantic Trends 2010 Survey","06/05/2010","06/23/2010","Y","national adult","1000","telephone","Interviews were conducted in the US by Kaplan Market Research.  Parallel surveys were conducted in Great Britain, France, Germany, Italy, the Netherlands, Portugal, Poland, Spain, Slovakia, Turkey, Bulgaria, and Romania.  All fieldwork was coordinated by TNS Opinion and Social Institutes." 
"USMCLAUG.10ISRAEL.R47","Support strongly","18","If Israel attacks Iran's nuclear facility, and the United Nations were to condemn Israel for the attack, should the United States support or oppose the United Nations' action against Israel?...(If Support/Oppose, ask:) (Is that strongly or somewhat support/oppose?)","","","10/08/2010","McLaughlin & Associates","Emergency Committee for Israel","Emergency Committee for Israel Survey","10/03/2010","10/05/2010","Y","national likely voters","1000","telephone","Likely voters are those who said they are very likely/somewhat likely to vote in the 2010 election for Congress or they already voted." 
"USMCLAUG.10ISRAEL.R47","Support somewhat","18","If Israel attacks Iran's nuclear facility, and the United Nations were to condemn Israel for the attack, should the United States support or oppose the United Nations' action against Israel?...(If Support/Oppose, ask:) (Is that strongly or somewhat support/oppose?)","","","10/08/2010","McLaughlin & Associates","Emergency Committee for Israel","Emergency Committee for Israel Survey","10/03/2010","10/05/2010","Y","national likely voters","1000","telephone","Likely voters are those who said they are very likely/somewhat likely to vote in the 2010 election for Congress or they already voted." 
"USMCLAUG.10ISRAEL.R47","Oppose somewhat","16","If Israel attacks Iran's nuclear facility, and the United Nations were to condemn Israel for the attack, should the United States support or oppose the United Nations' action against Israel?...(If Support/Oppose, ask:) (Is that strongly or somewhat support/oppose?)","","","10/08/2010","McLaughlin & Associates","Emergency Committee for Israel","Emergency Committee for Israel Survey","10/03/2010","10/05/2010","Y","national likely voters","1000","telephone","Likely voters are those who said they are very likely/somewhat likely to vote in the 2010 election for Congress or they already voted." 
"USMCLAUG.10ISRAEL.R47","Oppose strongly","33","If Israel attacks Iran's nuclear facility, and the United Nations were to condemn Israel for the attack, should the United States support or oppose the United Nations' action against Israel?...(If Support/Oppose, ask:) (Is that strongly or somewhat support/oppose?)","","","10/08/2010","McLaughlin & Associates","Emergency Committee for Israel","Emergency Committee for Israel Survey","10/03/2010","10/05/2010","Y","national likely voters","1000","telephone","Likely voters are those who said they are very likely/somewhat likely to vote in the 2010 election for Congress or they already voted." 
"USMCLAUG.10ISRAEL.R47","Don't know/Refused","15","If Israel attacks Iran's nuclear facility, and the United Nations were to condemn Israel for the attack, should the United States support or oppose the United Nations' action against Israel?...(If Support/Oppose, ask:) (Is that strongly or somewhat support/oppose?)","","","10/08/2010","McLaughlin & Associates","Emergency Committee for Israel","Emergency Committee for Israel Survey","10/03/2010","10/05/2010","Y","national likely voters","1000","telephone","Likely voters are those who said they are very likely/somewhat likely to vote in the 2010 election for Congress or they already voted." 
"USASFOX.021012.R44","Support","60","Do you support or oppose the United States taking military action to keep Iran from getting nuclear weapons?","","","02/10/2012","Anderson Robbins Research/Shaw & Co. Research","Fox News","Fox News Poll","02/06/2012","02/09/2012","Y","national registered voters","1110","telephone","855 respondents were interviewed on a landline telephone, and 255 were interviewed on a cell phone." 
"USASFOX.021012.R44","Oppose","30","Do you support or oppose the United States taking military action to keep Iran from getting nuclear weapons?","","","02/10/2012","Anderson Robbins Research/Shaw & Co. Research","Fox News","Fox News Poll","02/06/2012","02/09/2012","Y","national registered voters","1110","telephone","855 respondents were interviewed on a landline telephone, and 255 were interviewed on a cell phone." 
"USASFOX.021012.R44","Depends (Vol.)","4","Do you support or oppose the United States taking military action to keep Iran from getting nuclear weapons?","","","02/10/2012","Anderson Robbins Research/Shaw & Co. Research","Fox News","Fox News Poll","02/06/2012","02/09/2012","Y","national registered voters","1110","telephone","855 respondents were interviewed on a landline telephone, and 255 were interviewed on a cell phone." 
"USASFOX.021012.R44","Don't know","6","Do you support or oppose the United States taking military action to keep Iran from getting nuclear weapons?","","","02/10/2012","Anderson Robbins Research/Shaw & Co. Research","Fox News","Fox News Poll","02/06/2012","02/09/2012","Y","national registered voters","1110","telephone","855 respondents were interviewed on a landline telephone, and 255 were interviewed on a cell phone." 
"USABCWP.031412.R21A","Support strongly","27","To try to prevent Iran from developing nuclear weapons, would you support or oppose...the United States bombing Iran's nuclear development sites? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
"USABCWP.031412.R21A","Support somewhat","14","To try to prevent Iran from developing nuclear weapons, would you support or oppose...the United States bombing Iran's nuclear development sites? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
"USABCWP.031412.R21A","Oppose somewhat","18","To try to prevent Iran from developing nuclear weapons, would you support or oppose...the United States bombing Iran's nuclear development sites? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
"USABCWP.031412.R21A","Oppose strongly","35","To try to prevent Iran from developing nuclear weapons, would you support or oppose...the United States bombing Iran's nuclear development sites? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
"USABCWP.031412.R21A","No opinion","6","To try to prevent Iran from developing nuclear weapons, would you support or oppose...the United States bombing Iran's nuclear development sites? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
"USABCWP.031412.R21B","Support strongly","54","To try to prevent Iran from developing nuclear weapons, would you support or oppose...increasing international economic sanctions against Iran? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
"USABCWP.031412.R21B","Support somewhat","20","To try to prevent Iran from developing nuclear weapons, would you support or oppose...increasing international economic sanctions against Iran? (If Support/Oppose, ask:) Do you feel that way strongly or somewhat?","","","03/14/2012","ABC News/Washington Post","","ABC News/Washington Post Poll","03/07/2012","03/10/2012","Y","national adult","1003","telephone","The survey was produced for ABC News by Langer Research Associates.  Interviews were conducted by Abt SRBI.  The interviews included landline and cell-phone-only respondents." 
