QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
USGALLUP.954.Q004S,5,2,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,4,2,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,3,8,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,2,12,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,1,24,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,-1,16,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,-2,9,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,-3,5,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,-4,3,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,-5,4,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
USGALLUP.954.Q004S,Don't Know,15,You notice that the ten boxes on this card go from the highest position of plus five--for something you have a very favorable opinion of--all the way down to the lower position of minus five--for something you have a very unfavorable opinion of. Please tell me how far up the scale or how far down the scale you rate this nation: Iran.,,,6/28/76,Gallup Organization,,Gallup Poll (AIPO),6/25/76,6/28/76,Y,national adult,1544,personal, 
