QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
USYANKP.96005.Q24D,Very serious threat,31,"(Thinking now about foreign policy issues, would you say that... Iran...represents a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)",,,5/1/96,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/8/96,5/9/96,Y,national adult,1011,telephone, 
USYANKP.96005.Q24D,Moderately serious,38,"(Thinking now about foreign policy issues, would you say that... Iran...represents a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)",,,5/1/96,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/8/96,5/9/96,Y,national adult,1011,telephone, 
USYANKP.96005.Q24D,Slight threat,20,"(Thinking now about foreign policy issues, would you say that... Iran...represents a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)",,,5/1/96,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/8/96,5/9/96,Y,national adult,1011,telephone, 
USYANKP.96005.Q24D,Not a threat,11,"(Thinking now about foreign policy issues, would you say that... Iran...represents a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)",,,5/1/96,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/8/96,5/9/96,Y,national adult,1011,telephone, 
USGALLUP.061998.R4B,Yes,83,"(I'm going to read a list of countries, some of which have and some of which do not have nuclear weapons. As I read each one, please tell me whether you think possession of nuclear weapons by that country would pose a serious threat to world peace, or not.)... Iran",,Asked of Form B half sample,6/19/98,Gallup Organization,,Gallup Poll,6/5/98,6/7/98,Y,national adult,1003,telephone, 
USGALLUP.061998.R4B,No,12,"(I'm going to read a list of countries, some of which have and some of which do not have nuclear weapons. As I read each one, please tell me whether you think possession of nuclear weapons by that country would pose a serious threat to world peace, or not.)... Iran",,Asked of Form B half sample,6/19/98,Gallup Organization,,Gallup Poll,6/5/98,6/7/98,Y,national adult,1003,telephone, 
USGALLUP.061998.R4B,No opinion,5,"(I'm going to read a list of countries, some of which have and some of which do not have nuclear weapons. As I read each one, please tell me whether you think possession of nuclear weapons by that country would pose a serious threat to world peace, or not.)... Iran",,Asked of Form B half sample,6/19/98,Gallup Organization,,Gallup Poll,6/5/98,6/7/98,Y,national adult,1003,telephone, 
USGALLUP.806017.Q14I,"Yes, would pose serious threat",80,"(I'm going to read a list of countries, some of which have and some of which do not have nuclear weapons. As I read each one, please tell me whether you think possession of nuclear weapons by that country would pose a serious threat to the United States or not.)... Iran",,Asked of Form A half sample,6/1/98,Gallup Organization,"Cable News Network, USA Today",Gallup/CNN/USA Today Poll,6/5/98,6/7/98,Y,national adult,1003,telephone, 
USGALLUP.806017.Q14I,"No, would not",19,"(I'm going to read a list of countries, some of which have and some of which do not have nuclear weapons. As I read each one, please tell me whether you think possession of nuclear weapons by that country would pose a serious threat to the United States or not.)... Iran",,Asked of Form A half sample,6/1/98,Gallup Organization,"Cable News Network, USA Today",Gallup/CNN/USA Today Poll,6/5/98,6/7/98,Y,national adult,1003,telephone, 
USGALLUP.806017.Q14I,Don't know/Refused,1,"(I'm going to read a list of countries, some of which have and some of which do not have nuclear weapons. As I read each one, please tell me whether you think possession of nuclear weapons by that country would pose a serious threat to the United States or not.)... Iran",,Asked of Form A half sample,6/1/98,Gallup Organization,"Cable News Network, USA Today",Gallup/CNN/USA Today Poll,6/5/98,6/7/98,Y,national adult,1003,telephone, 
USYANKP.052899.R09C,Very serious,27,"(Would you say that the following represent a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)...Iran",,,5/28/99,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/26/99,5/27/99,Y,national adult,1017,telephone, 
USYANKP.052899.R09C,Moderately serious,32,"(Would you say that the following represent a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)...Iran",,,5/28/99,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/26/99,5/27/99,Y,national adult,1017,telephone, 
USYANKP.052899.R09C,Slight threat,20,"(Would you say that the following represent a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)...Iran",,,5/28/99,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/26/99,5/27/99,Y,national adult,1017,telephone, 
USYANKP.052899.R09C,Not a threat,15,"(Would you say that the following represent a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)...Iran",,,5/28/99,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/26/99,5/27/99,Y,national adult,1017,telephone, 
USYANKP.052899.R09C,Not sure,6,"(Would you say that the following represent a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)...Iran",,,5/28/99,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,5/26/99,5/27/99,Y,national adult,1017,telephone, 
USYANKP.061600.R15D,Very serious,29,"(Thinking now about foreign policy issues, would you say that the following represent a very serious threat to the United States, a moderately serious threat, just a slight threat, or no threat at all?)... Iran",,,6/16/00,Yankelovich Partners,"Time, Cable News Network",Time/CNN/Yankelovich Partners Poll,6/14/00,6/15/00,Y,national adult,1218,telephone, 
