QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USPAF.07FDRPFB.R19","Very closely","21","Now turning to the topic of Iran, how closely are you following recent news about the current situation in Iran?   Would you say you are following it very closely, somewhat closely, not too closely, or not at all closely?","* = less than .5%.","","04/04/2007","Public Agenda Foundation","","Public Agenda Confidence in US Foreign Policy Index Poll","02/21/2007","03/04/2007","Y","national adult","1013","telephone","" 
"USPAF.07FDRPFB.R19","Somewhat closely","43","Now turning to the topic of Iran, how closely are you following recent news about the current situation in Iran?   Would you say you are following it very closely, somewhat closely, not too closely, or not at all closely?","* = less than .5%.","","04/04/2007","Public Agenda Foundation","","Public Agenda Confidence in US Foreign Policy Index Poll","02/21/2007","03/04/2007","Y","national adult","1013","telephone","" 
"USPAF.07FDRPFB.R19","Not too closely","19","Now turning to the topic of Iran, how closely are you following recent news about the current situation in Iran?   Would you say you are following it very closely, somewhat closely, not too closely, or not at all closely?","* = less than .5%.","","04/04/2007","Public Agenda Foundation","","Public Agenda Confidence in US Foreign Policy Index Poll","02/21/2007","03/04/2007","Y","national adult","1013","telephone","" 
"USPAF.07FDRPFB.R19","Not at all closely","16","Now turning to the topic of Iran, how closely are you following recent news about the current situation in Iran?   Would you say you are following it very closely, somewhat closely, not too closely, or not at all closely?","* = less than .5%.","","04/04/2007","Public Agenda Foundation","","Public Agenda Confidence in US Foreign Policy Index Poll","02/21/2007","03/04/2007","Y","national adult","1013","telephone","" 
"USPAF.07FDRPFB.R19","Don't know","*","Now turning to the topic of Iran, how closely are you following recent news about the current situation in Iran?   Would you say you are following it very closely, somewhat closely, not too closely, or not at all closely?","* = less than .5%.","","04/04/2007","Public Agenda Foundation","","Public Agenda Confidence in US Foreign Policy Index Poll","02/21/2007","03/04/2007","Y","national adult","1013","telephone","" 
"USORC.030107NII.R1F","Very closely","29","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Mounting tensions between the United States and Iran...(If Necessary, ask:) Do you follow...mounting tensions between the United States and Iran very closely, fairly closely, not too closely, or not at all closely?","","","03/01/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","02/23/2007","02/26/2007","Y","national adult","1010","telephone","" 
"USORC.030107NII.R1F","Fairly closely","37","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Mounting tensions between the United States and Iran...(If Necessary, ask:) Do you follow...mounting tensions between the United States and Iran very closely, fairly closely, not too closely, or not at all closely?","","","03/01/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","02/23/2007","02/26/2007","Y","national adult","1010","telephone","" 
"USORC.030107NII.R1F","Not too closely","18","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Mounting tensions between the United States and Iran...(If Necessary, ask:) Do you follow...mounting tensions between the United States and Iran very closely, fairly closely, not too closely, or not at all closely?","","","03/01/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","02/23/2007","02/26/2007","Y","national adult","1010","telephone","" 
"USORC.030107NII.R1F","Not at all closely","15","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Mounting tensions between the United States and Iran...(If Necessary, ask:) Do you follow...mounting tensions between the United States and Iran very closely, fairly closely, not too closely, or not at all closely?","","","03/01/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","02/23/2007","02/26/2007","Y","national adult","1010","telephone","" 
"USORC.030107NII.R1F","Don't know/Refused","1","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Mounting tensions between the United States and Iran...(If Necessary, ask:) Do you follow...mounting tensions between the United States and Iran very closely, fairly closely, not too closely, or not at all closely?","","","03/01/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","02/23/2007","02/26/2007","Y","national adult","1010","telephone","" 
"USORC.040507NII.R1C","Very closely","27","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Fifteen British sailors and marines held captive by the Iranian government...(If Necessary, ask:) Did you follow...fifteen British sailors and marines held captive by the Iranian government very closely, fairly closely, not too closely, or not at all closely?","","","04/05/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","03/30/2007","04/01/2007","Y","national adult","1038","telephone","" 
"USORC.040507NII.R1C","Fairly closely","28","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Fifteen British sailors and marines held captive by the Iranian government...(If Necessary, ask:) Did you follow...fifteen British sailors and marines held captive by the Iranian government very closely, fairly closely, not too closely, or not at all closely?","","","04/05/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","03/30/2007","04/01/2007","Y","national adult","1038","telephone","" 
"USORC.040507NII.R1C","Not too closely","22","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Fifteen British sailors and marines held captive by the Iranian government...(If Necessary, ask:) Did you follow...fifteen British sailors and marines held captive by the Iranian government very closely, fairly closely, not too closely, or not at all closely?","","","04/05/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","03/30/2007","04/01/2007","Y","national adult","1038","telephone","" 
"USORC.040507NII.R1C","Not at all closely","22","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Fifteen British sailors and marines held captive by the Iranian government...(If Necessary, ask:) Did you follow...fifteen British sailors and marines held captive by the Iranian government very closely, fairly closely, not too closely, or not at all closely?","","","04/05/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","03/30/2007","04/01/2007","Y","national adult","1038","telephone","" 
"USORC.040507NII.R1C","Don't know/Refused","1","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Fifteen British sailors and marines held captive by the Iranian government...(If Necessary, ask:) Did you follow...fifteen British sailors and marines held captive by the Iranian government very closely, fairly closely, not too closely, or not at all closely?","","","04/05/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","03/30/2007","04/01/2007","Y","national adult","1038","telephone","" 
"USORC.041207NII.R1C","Very closely","31","(As I read a list of some stories covered by news organizations this past week, tell me if you happened to follow each news story very closely, fairly closely, not too closely, or not at all closely.)...Fifteen British sailors and marines held captive and later releases by the Iranian government...Did you follow...fifteen British sailors and marines held captive and later releases by the Iranian government very closely, fairly closely, not too closely or not at all closely?","* = less than .5%.","","04/12/2007","Opinion Research Corporation","Pew Research Center for the People & the Press","Pew Weekly News Interest Index Poll","04/05/2007","04/09/2007","Y","national adult","1030","telephone","" 
