QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USABCHS.031780.R10","Positive","43","How would you rate the job President Carter has been doing in handling the Iranian (hostage) situation--excellent, pretty good, only fair, or poor?","Positive = excellent and pretty good, Negative = only fair and poor","","03/17/1980","ABC News/Louis Harris and Associates","","ABC News/Harris Survey","03/13/1980","03/15/1980","Y","likely voters","1002","telephone","" 
"USABCHS.031780.R10","Negative","55","How would you rate the job President Carter has been doing in handling the Iranian (hostage) situation--excellent, pretty good, only fair, or poor?","Positive = excellent and pretty good, Negative = only fair and poor","","03/17/1980","ABC News/Louis Harris and Associates","","ABC News/Harris Survey","03/13/1980","03/15/1980","Y","likely voters","1002","telephone","" 
"USABCHS.031780.R10","Not sure","2","How would you rate the job President Carter has been doing in handling the Iranian (hostage) situation--excellent, pretty good, only fair, or poor?","Positive = excellent and pretty good, Negative = only fair and poor","","03/17/1980","ABC News/Louis Harris and Associates","","ABC News/Harris Survey","03/13/1980","03/15/1980","Y","likely voters","1002","telephone","" 
"USDABLK.80TWO.R21","Strongly approve","4","Do you strongly approve, approve, disapprove, or strongly disapprove of the way President (Jimmy) Carter is handling the situation in Iran?","","","04/30/1980","Dresner, Morris & Tortorello Research","","Data Black Survey","03/13/1980","04/09/1980","Y","national black adult","1177","telephone","" 
"USDABLK.80TWO.R21","Approve","35","Do you strongly approve, approve, disapprove, or strongly disapprove of the way President (Jimmy) Carter is handling the situation in Iran?","","","04/30/1980","Dresner, Morris & Tortorello Research","","Data Black Survey","03/13/1980","04/09/1980","Y","national black adult","1177","telephone","" 
"USDABLK.80TWO.R21","Disapprove","36","Do you strongly approve, approve, disapprove, or strongly disapprove of the way President (Jimmy) Carter is handling the situation in Iran?","","","04/30/1980","Dresner, Morris & Tortorello Research","","Data Black Survey","03/13/1980","04/09/1980","Y","national black adult","1177","telephone","" 
"USDABLK.80TWO.R21","Strongly disapprove","12","Do you strongly approve, approve, disapprove, or strongly disapprove of the way President (Jimmy) Carter is handling the situation in Iran?","","","04/30/1980","Dresner, Morris & Tortorello Research","","Data Black Survey","03/13/1980","04/09/1980","Y","national black adult","1177","telephone","" 
"USDABLK.80TWO.R21","Not sure","13","Do you strongly approve, approve, disapprove, or strongly disapprove of the way President (Jimmy) Carter is handling the situation in Iran?","","","04/30/1980","Dresner, Morris & Tortorello Research","","Data Black Survey","03/13/1980","04/09/1980","Y","national black adult","1177","telephone","" 
"USNBCAP.53.R05","Haven't heard of American hostages in Iran","2","Have you heard or read anything about Americans being held hostage in Iran? (If yes) Do you approve or disapprove of the way President Carter is handling this situation?","","","04/04/1980","NBC News/Associated Press","","NBC News/Associated Press Poll","03/20/1980","03/21/1980","Y","national adult","1600","telephone","" 
"USNBCAP.53.R05","Approve of Carter handling","47","Have you heard or read anything about Americans being held hostage in Iran? (If yes) Do you approve or disapprove of the way President Carter is handling this situation?","","","04/04/1980","NBC News/Associated Press","","NBC News/Associated Press Poll","03/20/1980","03/21/1980","Y","national adult","1600","telephone","" 
"USNBCAP.53.R05","Disapprove of Carter handling","40","Have you heard or read anything about Americans being held hostage in Iran? (If yes) Do you approve or disapprove of the way President Carter is handling this situation?","","","04/04/1980","NBC News/Associated Press","","NBC News/Associated Press Poll","03/20/1980","03/21/1980","Y","national adult","1600","telephone","" 
"USNBCAP.53.R05","Not sure","11","Have you heard or read anything about Americans being held hostage in Iran? (If yes) Do you approve or disapprove of the way President Carter is handling this situation?","","","04/04/1980","NBC News/Associated Press","","NBC News/Associated Press Poll","03/20/1980","03/21/1980","Y","national adult","1600","telephone","" 
"USABCHS.040880.R2B","Positive","32","(Now let me ask you some specific things President Carter has done.) How would you rate him on...His handling of the situation in Iran--excellent, pretty good, only fair or poor?","Positive = excellent and pretty good.  Negative = only fair and poor.","","04/08/1980","ABC News/Louis Harris and Associates","","ABC News/Harris Survey","03/26/1980","03/30/1980","Y","likely voters","1398","telephone","" 
"USABCHS.040880.R2B","Negative","65","(Now let me ask you some specific things President Carter has done.) How would you rate him on...His handling of the situation in Iran--excellent, pretty good, only fair or poor?","Positive = excellent and pretty good.  Negative = only fair and poor.","","04/08/1980","ABC News/Louis Harris and Associates","","ABC News/Harris Survey","03/26/1980","03/30/1980","Y","likely voters","1398","telephone","" 
